Request_ID,Created_Timestamp,Service_Category,Sub_Category,Priority,Status,District,Area,Email_ID,Channel,Citizen_Age_Group,Resolution_Time_Hours,Escalated,Satisfaction_Rating,Assigned_Department,Worker_Assigned
REQ1135,2023-01-01T00:00:00.000Z,Public Safety,Disaster Alert,Critical,New,Nagpur,Dharampeth,neha.joshi647@gmail.com,Web Portal,26-35,,No,,PUBLIC_SAFETY,
REQ1136,2023-01-01T11:43:00.000Z,Electricity,Meter Issue,Medium,Resolved,Raigad,Matheran,sunita.chopra246@hotmail.com,Mobile App,51-65,31,No,5,ELECTRICITY,WORKER_341
REQ1137,2023-01-01T06:26:00.000Z,Education,Scholarship Query,Medium,Escalated,Kolhapur,Rajarampuri,swati.singh145@outlook.com,Phone,18-25,,No,,EDUCATION,WORKER_499
REQ1138,2023-01-01T17:19:00.000Z,Transport,Vehicle Registration,Medium,In-Progress,Mumbai Suburban,Malad,manoj.rao573@outlook.com,Chatbot,18-25,,No,,TRANSPORT,WORKER_142
REQ1139,2023-01-01T02:01:00.000Z,Infrastructure,Street Light Issue,High,New,Ahmednagar,Newasa Road,prakash.joshi988@yahoo.com,Chatbot,65+,,No,,INFRASTRUCTURE,
REQ1140,2023-01-01T11:20:00.000Z,Transport,Bus Service,Medium,Escalated,Nagpur,Dharampeth,swati.patil557@rediffmail.com,Web Portal,18-25,,No,,TRANSPORT,WORKER_64
REQ1141,2023-01-01T01:15:00.000Z,Health Services,Medicine Shortage,Medium,New,Kolhapur,Rajarampuri,priya.rao544@hotmail.com,Web Portal,26-35,,No,,HEALTH_SERVICES,
REQ1142,2023-01-01T06:47:00.000Z,Infrastructure,Road Damage,High,Escalated,Nagpur,Dharampeth,suresh.shah106@rediffmail.com,Phone,26-35,,No,,INFRASTRUCTURE,WORKER_350
REQ1143,2023-01-01T08:00:00.000Z,Infrastructure,Pothole Complaint,High,In-Progress,Thane,Ambernath,suresh.kapoor959@rediffmail.com,Chatbot,51-65,,No,,INFRASTRUCTURE,WORKER_192
REQ1144,2023-01-01T12:20:00.000Z,Public Safety,Law & Order,Critical,Escalated,Ahmednagar,Nagar Road,deepa.iyer732@gmail.com,Chatbot,36-50,,No,,PUBLIC_SAFETY,WORKER_348
REQ1145,2022-12-31T23:15:00.000Z,Transport,License Related,Critical,New,Nashik,Satpur,sanjay.gupta242@outlook.com,Chatbot,36-50,,No,,TRANSPORT,
REQ1146,2023-01-01T17:45:00.000Z,Electricity,Transformer Problem,High,Resolved,Mumbai Suburban,Santacruz,rajesh.mishra32@yahoo.com,Phone,51-65,23,No,3,ELECTRICITY,WORKER_425
REQ1147,2023-01-01T04:57:00.000Z,Infrastructure,Road Damage,High,New,Mumbai Suburban,Vile Parle,priya.agarwal668@gmail.com,Phone,26-35,,No,,INFRASTRUCTURE,
REQ1148,2023-01-01T14:44:00.000Z,Revenue Services,Property Tax,Medium,Escalated,Raigad,Panvel,ramesh.verma779@gmail.com,Mobile App,18-25,,No,,REVENUE_SERVICES,WORKER_449
REQ1149,2022-12-31T18:37:00.000Z,Waste Management,Bin Placement,Critical,Escalated,Solapur,Siddheshwar Peth,manoj.kumar367@yahoo.com,Chatbot,18-25,,No,,WASTE_MANAGEMENT,WORKER_341
REQ1150,2023-01-01T15:21:00.000Z,Electricity,Power Outage,Low,Resolved,Nashik,Ashok Stambh,rajesh.nair794@hotmail.com,Chatbot,65+,33,No,4,ELECTRICITY,WORKER_106
REQ1151,2023-01-01T01:23:00.000Z,Health Services,Medical Consultation,Low,Escalated,Amravati,Dastur Nagar,swati.iyer228@hotmail.com,Web Portal,36-50,,No,,HEALTH_SERVICES,WORKER_499
REQ1152,2022-12-31T19:31:00.000Z,Waste Management,Recycling Query,High,Escalated,Nagpur,Sitabuldi,neha.iyer746@rediffmail.com,Chatbot,18-25,,No,,WASTE_MANAGEMENT,WORKER_357
REQ1153,2023-01-01T11:02:00.000Z,Health Services,Medicine Shortage,Medium,Resolved,Nagpur,Pratap Nagar,rajesh.reddy149@outlook.com,Chatbot,36-50,23,No,4,HEALTH_SERVICES,WORKER_292
REQ1154,2023-01-01T02:16:00.000Z,Health Services,Hospital Bed Availability,Critical,In-Progress,Pune,Pimpri,sneha.desai173@hotmail.com,Phone,65+,,No,,HEALTH_SERVICES,WORKER_182
REQ1155,2023-01-01T08:36:00.000Z,Health Services,Emergency Care,Low,Resolved,Kolhapur,Rankala,asha.desai292@yahoo.com,Phone,26-35,63,No,4,HEALTH_SERVICES,WORKER_309
REQ1156,2023-01-01T16:13:00.000Z,Electricity,Billing Complaint,Critical,In-Progress,Thane,Naupada,rajesh.kulkarni120@yahoo.com,Web Portal,26-35,,No,,ELECTRICITY,WORKER_436
REQ1157,2023-01-01T01:20:00.000Z,Education,Scholarship Query,Medium,Escalated,Amravati,Rajkamal Chowk,ramesh.patel659@hotmail.com,Web Portal,18-25,,No,,EDUCATION,WORKER_106
REQ1158,2023-01-01T02:19:00.000Z,Water Supply,Pipeline Leakage,Critical,Escalated,Nagpur,Laxmi Nagar,priya.kulkarni962@yahoo.com,Mobile App,26-35,,No,,WATER_SUPPLY,WORKER_99
REQ1159,2023-01-01T07:51:00.000Z,Health Services,Ambulance Request,Critical,New,Kolhapur,Shivaji Peth,neha.agarwal375@outlook.com,Web Portal,65+,,No,,HEALTH_SERVICES,
REQ1160,2022-12-31T21:30:00.000Z,Waste Management,Recycling Query,High,In-Progress,Ahmednagar,Nagar Road,sanjay.gupta455@gmail.com,Chatbot,26-35,,No,,WASTE_MANAGEMENT,WORKER_124
REQ1161,2023-01-01T07:06:00.000Z,Infrastructure,Road Damage,Critical,Resolved,Amravati,Camp,prakash.chopra662@outlook.com,Web Portal,26-35,2,No,3,INFRASTRUCTURE,WORKER_231
REQ1162,2023-01-01T07:41:00.000Z,Water Supply,Water Quality Issue,Medium,In-Progress,Kolhapur,Station Road,anil.joshi101@yahoo.com,Mobile App,36-50,,No,,WATER_SUPPLY,WORKER_60
REQ1163,2022-12-31T19:23:00.000Z,Infrastructure,Drainage Problem,High,Resolved,Jalgaon,MIDC,pooja.patel282@rediffmail.com,Phone,26-35,10,No,4,INFRASTRUCTURE,WORKER_135
REQ1164,2023-01-01T11:20:00.000Z,Health Services,Medical Consultation,Critical,Escalated,Mumbai City,Malabar Hill,sanjay.mishra547@hotmail.com,Chatbot,18-25,,Yes,,HEALTH_SERVICES,WORKER_78
REQ1165,2023-01-01T01:35:00.000Z,Education,Infrastructure Issue,High,In-Progress,Thane,Kalyan,rajesh.reddy466@outlook.com,Phone,18-25,,Yes,,EDUCATION,WORKER_189
REQ1166,2023-01-01T07:52:00.000Z,Road Maintenance,Road Cleaning,Medium,In-Progress,Mumbai Suburban,Santacruz,neha.kapoor238@gmail.com,Chatbot,65+,,No,,ROAD_MAINTENANCE,WORKER_228
REQ1167,2022-12-31T22:11:00.000Z,Transport,Vehicle Registration,High,In-Progress,Mumbai City,Fort,sanjay.iyer837@outlook.com,Phone,51-65,,No,,TRANSPORT,WORKER_184
REQ1168,2022-12-31T21:39:00.000Z,Public Safety,Traffic Violation,Medium,Escalated,Raigad,Mangaon,manoj.chopra546@rediffmail.com,Mobile App,51-65,,No,,PUBLIC_SAFETY,WORKER_155
REQ1169,2023-01-01T10:00:00.000Z,Road Maintenance,Traffic Signal Repair,High,Escalated,Kolhapur,Laxmipuri,anita.agarwal780@yahoo.com,Phone,36-50,,No,,ROAD_MAINTENANCE,WORKER_490
REQ1170,2023-01-01T06:00:00.000Z,Road Maintenance,Road Cleaning,Medium,In-Progress,Pune,Pimpri,asha.reddy694@outlook.com,Phone,26-35,,No,,ROAD_MAINTENANCE,WORKER_60
REQ1171,2023-01-01T00:23:00.000Z,Water Supply,Water Shortage,Medium,In-Progress,Thane,Ambernath,rajesh.shah576@yahoo.com,Chatbot,26-35,,No,,WATER_SUPPLY,WORKER_56
REQ1172,2023-01-01T10:57:00.000Z,Electricity,Voltage Fluctuation,High,Resolved,Nashik,Gangapur Road,sanjay.mehta899@rediffmail.com,Web Portal,18-25,25,No,4,ELECTRICITY,WORKER_206
REQ1173,2023-01-01T12:12:00.000Z,Water Supply,Tanker Request,Critical,New,Thane,Naupada,neha.joshi371@rediffmail.com,Web Portal,36-50,,No,,WATER_SUPPLY,
REQ1174,2023-01-01T05:56:00.000Z,Infrastructure,Bridge Repair,Critical,Resolved,Solapur,Jule Solapur,ramesh.gupta290@hotmail.com,Web Portal,51-65,7,No,5,INFRASTRUCTURE,WORKER_181
REQ1175,2023-01-01T07:10:00.000Z,Public Safety,Disaster Alert,High,Escalated,Ahmednagar,Kedgaon Road,sanjay.sharma779@outlook.com,Mobile App,51-65,,No,,PUBLIC_SAFETY,WORKER_255
REQ1176,2023-01-01T02:59:00.000Z,Education,Exam Related,Low,Escalated,Thane,Kalwa,rahul.kulkarni633@gmail.com,Mobile App,18-25,,Yes,,EDUCATION,WORKER_346
REQ1177,2023-01-01T11:06:00.000Z,Revenue Services,Ration Card,Critical,Resolved,Kolhapur,Rajarampuri,anil.chopra971@gmail.com,Mobile App,18-25,5,No,4,REVENUE_SERVICES,WORKER_320
REQ1178,2023-01-01T10:24:00.000Z,Water Supply,Billing Issue,Low,New,Sangli,Digraj Road,neha.sharma177@hotmail.com,Chatbot,65+,,No,,WATER_SUPPLY,
REQ1179,2022-12-31T21:07:00.000Z,Electricity,New Connection,High,New,Sangli,Digraj Road,sunita.shah691@hotmail.com,Phone,65+,,No,,ELECTRICITY,
REQ1180,2023-01-01T16:38:00.000Z,Water Supply,Pipeline Leakage,High,Escalated,Mumbai Suburban,Borivali,swati.kumar499@hotmail.com,Chatbot,51-65,,Yes,,WATER_SUPPLY,WORKER_382
REQ1181,2023-01-01T03:03:00.000Z,Infrastructure,Bridge Repair,Medium,Escalated,Solapur,Ashok Chowk,rajesh.singh298@yahoo.com,Web Portal,65+,,No,,INFRASTRUCTURE,WORKER_88
REQ1182,2023-01-01T04:04:00.000Z,Road Maintenance,Signage Issue,Medium,In-Progress,Aurangabad,Osmanpura,rahul.shah987@gmail.com,Web Portal,51-65,,No,,ROAD_MAINTENANCE,WORKER_93
REQ1183,2022-12-31T20:29:00.000Z,Electricity,Transformer Problem,High,In-Progress,Aurangabad,Osmanpura,manoj.patil95@hotmail.com,Web Portal,18-25,,No,,ELECTRICITY,WORKER_180
REQ1184,2023-01-01T08:47:00.000Z,Infrastructure,Bridge Repair,Medium,In-Progress,Mumbai City,Churchgate,vijay.singh750@rediffmail.com,Mobile App,65+,,No,,INFRASTRUCTURE,WORKER_94
REQ1185,2022-12-31T23:37:00.000Z,Road Maintenance,Sidewalk Repair,Low,New,Solapur,Hotgi Road,deepa.mehta597@rediffmail.com,Mobile App,36-50,,No,,ROAD_MAINTENANCE,
REQ1186,2023-01-01T03:28:00.000Z,Water Supply,Connection Problem,High,Escalated,Kolhapur,Tarabai Park,anil.kapoor764@rediffmail.com,Web Portal,18-25,,Yes,,WATER_SUPPLY,WORKER_103
REQ1187,2022-12-31T22:50:00.000Z,Revenue Services,Property Tax,Low,Resolved,Sangli,Miraj Road,sunita.iyer582@gmail.com,Chatbot,26-35,33,No,3,REVENUE_SERVICES,WORKER_71
REQ1188,2023-01-01T17:24:00.000Z,Water Supply,Tanker Request,High,In-Progress,Kolhapur,Rajarampuri,sunita.mehta395@outlook.com,Mobile App,51-65,,No,,WATER_SUPPLY,WORKER_462
REQ1189,2023-01-01T05:40:00.000Z,Waste Management,Bin Placement,Critical,Resolved,Jalgaon,Samor Bazar,priya.reddy647@outlook.com,Web Portal,26-35,4,No,5,WASTE_MANAGEMENT,WORKER_66
REQ1190,2023-01-01T08:21:00.000Z,Health Services,Vaccination,Low,Escalated,Solapur,Ashok Chowk,vijay.iyer948@gmail.com,Phone,26-35,,No,,HEALTH_SERVICES,WORKER_487
REQ1191,2022-12-31T22:06:00.000Z,Road Maintenance,Traffic Signal Repair,Low,New,Sangli,Miraj Road,rahul.verma142@yahoo.com,Phone,65+,,No,,ROAD_MAINTENANCE,
REQ1192,2023-01-01T12:38:00.000Z,Transport,Vehicle Registration,High,In-Progress,Satara,Kshetra Mahuli,anita.rao99@hotmail.com,Mobile App,36-50,,No,,TRANSPORT,WORKER_396
REQ1193,2023-01-01T16:53:00.000Z,Road Maintenance,Signage Issue,Critical,In-Progress,Ahmednagar,MIDC,asha.kumar764@rediffmail.com,Web Portal,65+,,No,,ROAD_MAINTENANCE,WORKER_242
REQ1194,2023-01-01T07:29:00.000Z,Water Supply,Tanker Request,Medium,Escalated,Jalgaon,Jilha Peth,suresh.agarwal968@hotmail.com,Phone,18-25,,No,,WATER_SUPPLY,WORKER_226
REQ1195,2022-12-31T19:09:00.000Z,Revenue Services,Death Certificate,Critical,Resolved,Sangli,Market Yard,anita.chopra280@outlook.com,Chatbot,51-65,5,No,4,REVENUE_SERVICES,WORKER_263
REQ1196,2023-01-01T08:31:00.000Z,Health Services,Medicine Shortage,Low,New,Pune,Shivajinagar,prakash.mishra196@outlook.com,Mobile App,18-25,,No,,HEALTH_SERVICES,
REQ1197,2023-01-01T11:02:00.000Z,Water Supply,Tanker Request,Critical,New,Sangli,Market Yard,suresh.iyer637@gmail.com,Phone,36-50,,No,,WATER_SUPPLY,
REQ1198,2022-12-31T20:07:00.000Z,Infrastructure,Bridge Repair,Medium,Escalated,Mumbai Suburban,Malad,swati.agarwal817@outlook.com,Chatbot,18-25,,No,,INFRASTRUCTURE,WORKER_165
REQ1199,2022-12-31T21:34:00.000Z,Transport,Route Query,Medium,New,Kolhapur,Station Road,sunita.singh673@hotmail.com,Chatbot,51-65,,No,,TRANSPORT,
REQ1200,2022-12-31T22:01:00.000Z,Road Maintenance,Traffic Signal Repair,Low,New,Satara,Shaniwar Peth,rajesh.kapoor239@gmail.com,Chatbot,18-25,,No,,ROAD_MAINTENANCE,
REQ1201,2023-01-01T15:50:00.000Z,Education,Scholarship Query,High,Escalated,Nashik,Panchavati,rahul.chopra147@rediffmail.com,Phone,36-50,,No,,EDUCATION,WORKER_66
REQ1202,2023-01-01T04:21:00.000Z,Water Supply,Water Quality Issue,Critical,Resolved,Sangli,Market Yard,prakash.desai156@yahoo.com,Mobile App,51-65,4,No,4,WATER_SUPPLY,WORKER_457
REQ1203,2023-01-01T11:23:00.000Z,Public Safety,Crime Report,Low,Escalated,Mumbai City,Churchgate,anil.patel885@outlook.com,Mobile App,36-50,,No,,PUBLIC_SAFETY,WORKER_30
REQ1204,2023-01-01T13:19:00.000Z,Revenue Services,Ration Card,Critical,New,Thane,Bhiwandi,deepa.kumar258@rediffmail.com,Phone,51-65,,Yes,,REVENUE_SERVICES,
REQ1205,2023-01-01T06:57:00.000Z,Public Safety,Traffic Violation,Medium,Escalated,Solapur,Mangalwar Peth,ramesh.chopra547@hotmail.com,Chatbot,36-50,,No,,PUBLIC_SAFETY,WORKER_205
REQ1206,2023-01-01T13:56:00.000Z,Education,Infrastructure Issue,Low,In-Progress,Solapur,Hotgi Road,ramesh.kumar71@rediffmail.com,Phone,26-35,,No,,EDUCATION,WORKER_207
REQ1207,2023-01-01T09:46:00.000Z,Water Supply,Pipeline Leakage,Critical,Escalated,Pune,Chinchwad,kavita.nair74@gmail.com,Web Portal,36-50,,No,,WATER_SUPPLY,WORKER_305
REQ1208,2022-12-31T22:20:00.000Z,Public Safety,Fire Emergency,Critical,Resolved,Ahmednagar,Kedgaon Road,rajesh.nair276@hotmail.com,Mobile App,26-35,6,No,5,PUBLIC_SAFETY,WORKER_145
REQ1209,2022-12-31T23:40:00.000Z,Health Services,Hospital Bed Availability,Critical,Escalated,Solapur,Budhwar Peth,sneha.mishra406@hotmail.com,Mobile App,65+,,No,,HEALTH_SERVICES,WORKER_287
REQ1210,2023-01-01T16:58:00.000Z,Water Supply,Water Shortage,Low,Escalated,Satara,City Area,priya.sharma103@outlook.com,Chatbot,65+,,No,,WATER_SUPPLY,WORKER_435
REQ1211,2023-01-01T00:21:00.000Z,Waste Management,Recycling Query,High,Escalated,Sangli,Miraj Road,amit.shah843@gmail.com,Web Portal,51-65,,No,,WASTE_MANAGEMENT,WORKER_12
REQ1212,2022-12-31T19:15:00.000Z,Electricity,Transformer Problem,Medium,New,Solapur,Sakhar Peth,ramesh.reddy934@yahoo.com,Mobile App,26-35,,Yes,,ELECTRICITY,
REQ1213,2023-01-01T03:22:00.000Z,Water Supply,Water Quality Issue,Low,Escalated,Solapur,Jule Solapur,kavita.nair679@hotmail.com,Mobile App,65+,,No,,WATER_SUPPLY,WORKER_70
REQ1214,2023-01-01T15:03:00.000Z,Transport,License Related,Low,In-Progress,Aurangabad,Cantonment,neha.mishra912@rediffmail.com,Chatbot,65+,,No,,TRANSPORT,WORKER_183
REQ1215,2023-01-01T05:08:00.000Z,Electricity,Power Outage,Medium,Escalated,Kolhapur,Rankala,anita.joshi811@gmail.com,Phone,18-25,,Yes,,ELECTRICITY,WORKER_365
REQ1216,2022-12-31T23:29:00.000Z,Revenue Services,Caste Certificate,Low,New,Solapur,Railway Lines,anil.kumar544@hotmail.com,Mobile App,51-65,,Yes,,REVENUE_SERVICES,
REQ1217,2022-12-31T22:16:00.000Z,Health Services,Medical Consultation,Medium,Resolved,Amravati,Morshi Road,amit.agarwal970@yahoo.com,Mobile App,26-35,60,No,4,HEALTH_SERVICES,WORKER_395
REQ1218,2023-01-01T07:49:00.000Z,Infrastructure,Drainage Problem,Critical,Resolved,Solapur,Hotgi Road,asha.shah874@outlook.com,Chatbot,51-65,2,No,4,INFRASTRUCTURE,WORKER_73
REQ1219,2023-01-01T00:39:00.000Z,Road Maintenance,Sidewalk Repair,Medium,New,Thane,Bhiwandi,rahul.desai775@rediffmail.com,Mobile App,26-35,,No,,ROAD_MAINTENANCE,
REQ1220,2023-01-01T11:46:00.000Z,Public Safety,Fire Emergency,Low,Escalated,Solapur,Railway Lines,sunita.patil61@outlook.com,Phone,36-50,,No,,PUBLIC_SAFETY,WORKER_139
REQ1221,2023-01-01T16:57:00.000Z,Revenue Services,Income Certificate,High,New,Raigad,Alibag,suresh.nair717@hotmail.com,Chatbot,51-65,,No,,REVENUE_SERVICES,
REQ1222,2023-01-01T02:04:00.000Z,Infrastructure,Building Maintenance,Critical,In-Progress,Mumbai City,CST,anil.desai707@yahoo.com,Mobile App,18-25,,No,,INFRASTRUCTURE,WORKER_294
REQ1223,2023-01-01T09:35:00.000Z,Public Safety,Crime Report,Critical,New,Mumbai City,Churchgate,neha.nair130@outlook.com,Phone,18-25,,No,,PUBLIC_SAFETY,
REQ1224,2023-01-01T04:36:00.000Z,Infrastructure,Bridge Repair,Critical,Resolved,Ahmednagar,Aurangabad Road,rajesh.reddy715@yahoo.com,Mobile App,65+,4,Yes,4,INFRASTRUCTURE,WORKER_181
REQ1225,2023-01-01T15:06:00.000Z,Road Maintenance,Traffic Signal Repair,Critical,Resolved,Sangli,Vishrambag,deepa.patil964@outlook.com,Phone,26-35,5,No,4,ROAD_MAINTENANCE,WORKER_436
REQ1226,2023-01-01T00:17:00.000Z,Transport,License Related,Critical,Resolved,Ahmednagar,Kedgaon Road,prakash.patel899@yahoo.com,Phone,65+,5,No,5,TRANSPORT,WORKER_308
REQ1227,2023-01-01T13:52:00.000Z,Revenue Services,Income Certificate,Low,New,Solapur,Siddheshwar Peth,rajesh.joshi523@yahoo.com,Phone,65+,,No,,REVENUE_SERVICES,
REQ1228,2023-01-01T00:22:00.000Z,Infrastructure,Drainage Problem,High,In-Progress,Nagpur,Dharampeth,rahul.rao89@outlook.com,Mobile App,51-65,,No,,INFRASTRUCTURE,WORKER_372
REQ1229,2023-01-01T09:38:00.000Z,Education,Teacher Complaint,Medium,New,Nagpur,Pratap Nagar,suresh.mehta640@yahoo.com,Phone,51-65,,Yes,,EDUCATION,
REQ1230,2023-01-01T09:30:00.000Z,Road Maintenance,Traffic Signal Repair,Critical,New,Amravati,Morshi Road,pooja.kulkarni386@outlook.com,Mobile App,65+,,No,,ROAD_MAINTENANCE,
REQ1231,2023-01-01T17:13:00.000Z,Transport,Bus Service,High,Escalated,Jalgaon,MIDC,ramesh.gupta52@yahoo.com,Phone,18-25,,No,,TRANSPORT,WORKER_497
REQ1232,2023-01-01T12:14:00.000Z,Public Safety,Disaster Alert,High,Escalated,Pune,Pimpri,asha.kapoor590@outlook.com,Web Portal,65+,,No,,PUBLIC_SAFETY,WORKER_209
REQ1233,2022-12-31T19:31:00.000Z,Electricity,New Connection,High,New,Thane,Ulhasnagar,rahul.verma819@rediffmail.com,Web Portal,26-35,,No,,ELECTRICITY,
REQ1234,2022-12-31T21:02:00.000Z,Electricity,Transformer Problem,Low,Escalated,Jalgaon,Station Road,swati.desai661@rediffmail.com,Mobile App,18-25,,No,,ELECTRICITY,WORKER_223
REQ1235,2023-01-01T06:44:00.000Z,Revenue Services,Caste Certificate,Medium,In-Progress,Solapur,Mangalwar Peth,anita.kulkarni414@rediffmail.com,Mobile App,65+,,No,,REVENUE_SERVICES,WORKER_157
REQ1236,2023-01-01T06:56:00.000Z,Water Supply,Tanker Request,Medium,Escalated,Jalgaon,Samor Bazar,rahul.reddy122@hotmail.com,Phone,65+,,No,,WATER_SUPPLY,WORKER_143
REQ1237,2023-01-01T10:13:00.000Z,Transport,Taxi Complaint,High,Resolved,Sangli,Ganpati Peth,deepa.iyer995@rediffmail.com,Web Portal,36-50,6,Yes,4,TRANSPORT,WORKER_277
REQ1238,2023-01-01T00:26:00.000Z,Revenue Services,Death Certificate,High,In-Progress,Kolhapur,Shivaji Peth,asha.verma486@outlook.com,Web Portal,51-65,,No,,REVENUE_SERVICES,WORKER_115
REQ1239,2023-01-01T04:20:00.000Z,Electricity,New Connection,Medium,In-Progress,Pune,Hadapsar,anil.mishra862@hotmail.com,Chatbot,26-35,,No,,ELECTRICITY,WORKER_383
REQ1240,2023-01-01T02:45:00.000Z,Water Supply,Water Shortage,High,Escalated,Pune,Chinchwad,swati.mehta414@outlook.com,Web Portal,26-35,,Yes,,WATER_SUPPLY,WORKER_176
REQ1241,2023-01-01T05:35:00.000Z,Road Maintenance,Sidewalk Repair,Critical,In-Progress,Mumbai City,Marine Lines,suresh.verma149@rediffmail.com,Web Portal,18-25,,No,,ROAD_MAINTENANCE,WORKER_84
REQ1242,2023-01-01T05:11:00.000Z,Transport,Vehicle Registration,High,In-Progress,Mumbai Suburban,Vile Parle,sunita.iyer420@gmail.com,Phone,36-50,,No,,TRANSPORT,WORKER_405
REQ1243,2023-01-01T16:01:00.000Z,Waste Management,Garbage Collection,High,New,Raigad,Mahad,pooja.desai159@rediffmail.com,Chatbot,18-25,,No,,WASTE_MANAGEMENT,
REQ1244,2022-12-31T21:33:00.000Z,Infrastructure,Drainage Problem,Low,In-Progress,Mumbai Suburban,Vile Parle,sanjay.mehta930@hotmail.com,Phone,18-25,,No,,INFRASTRUCTURE,WORKER_350
REQ1245,2023-01-01T05:53:00.000Z,Education,Teacher Complaint,Critical,Escalated,Satara,Shaniwar Peth,prakash.nair7@hotmail.com,Mobile App,51-65,,No,,EDUCATION,WORKER_292
REQ1246,2023-01-01T03:28:00.000Z,Public Safety,Disaster Alert,High,New,Solapur,Sakhar Peth,asha.sharma327@yahoo.com,Mobile App,26-35,,Yes,,PUBLIC_SAFETY,
REQ1247,2023-01-01T08:01:00.000Z,Infrastructure,Drainage Problem,Critical,New,Nashik,Gangapur Road,deepa.gupta666@outlook.com,Mobile App,36-50,,No,,INFRASTRUCTURE,
REQ1248,2023-01-01T07:13:00.000Z,Water Supply,Water Quality Issue,High,In-Progress,Kolhapur,Laxmipuri,amit.joshi390@outlook.com,Phone,65+,,No,,WATER_SUPPLY,WORKER_442
REQ1249,2023-01-01T03:10:00.000Z,Health Services,Vaccination,Medium,Resolved,Raigad,Alibag,suresh.kulkarni962@gmail.com,Phone,36-50,12,No,4,HEALTH_SERVICES,WORKER_393
REQ1250,2023-01-01T17:28:00.000Z,Education,Infrastructure Issue,Low,New,Nagpur,Gandhibagh,vijay.patil498@hotmail.com,Chatbot,18-25,,Yes,,EDUCATION,
REQ1251,2023-01-01T06:38:00.000Z,Public Safety,Missing Person,Medium,In-Progress,Amravati,Cotton Market,ramesh.joshi907@hotmail.com,Mobile App,26-35,,No,,PUBLIC_SAFETY,WORKER_97
REQ1252,2023-01-01T15:34:00.000Z,Infrastructure,Pothole Complaint,High,Resolved,Amravati,Rajkamal Chowk,neha.iyer395@rediffmail.com,Chatbot,26-35,19,No,5,INFRASTRUCTURE,WORKER_390
REQ1253,2023-01-01T18:12:00.000Z,Water Supply,Pipeline Leakage,Medium,New,Pune,Pimpri,swati.patel785@hotmail.com,Chatbot,36-50,,No,,WATER_SUPPLY,
REQ1254,2023-01-01T07:08:00.000Z,Transport,License Related,Critical,Resolved,Jalgaon,Jilha Peth,suresh.verma580@rediffmail.com,Mobile App,26-35,3,Yes,4,TRANSPORT,WORKER_15
REQ1255,2022-12-31T19:09:00.000Z,Road Maintenance,Resurfacing Request,Critical,Resolved,Sangli,Digraj Road,anita.mishra202@rediffmail.com,Mobile App,51-65,1,No,4,ROAD_MAINTENANCE,WORKER_26
REQ1256,2023-01-01T11:26:00.000Z,Education,Scholarship Query,Low,Resolved,Nashik,Panchavati,rajesh.iyer399@rediffmail.com,Phone,65+,56,No,3,EDUCATION,WORKER_192
REQ1257,2023-01-01T12:26:00.000Z,Water Supply,Water Shortage,Critical,Resolved,Solapur,Mangalwar Peth,prakash.nair96@hotmail.com,Chatbot,36-50,2,No,4,WATER_SUPPLY,WORKER_313
REQ1258,2023-01-01T05:46:00.000Z,Road Maintenance,Road Cleaning,Critical,Resolved,Jalgaon,Jamod Road,sunita.iyer965@yahoo.com,Web Portal,26-35,3,No,4,ROAD_MAINTENANCE,WORKER_297
REQ1259,2023-01-01T02:25:00.000Z,Road Maintenance,Signage Issue,Medium,Resolved,Amravati,Cotton Market,swati.kapoor338@hotmail.com,Mobile App,26-35,52,No,4,ROAD_MAINTENANCE,WORKER_222
REQ1260,2022-12-31T20:56:00.000Z,Transport,Vehicle Registration,Low,New,Satara,Kshetra Mahuli,swati.desai954@rediffmail.com,Mobile App,36-50,,Yes,,TRANSPORT,
REQ1261,2023-01-01T06:59:00.000Z,Electricity,Power Outage,Critical,In-Progress,Mumbai Suburban,Kandivali,prakash.mishra679@yahoo.com,Web Portal,51-65,,No,,ELECTRICITY,WORKER_79
REQ1262,2022-12-31T22:23:00.000Z,Road Maintenance,Signage Issue,Medium,Escalated,Nagpur,Laxmi Nagar,rajesh.kumar347@rediffmail.com,Phone,51-65,,No,,ROAD_MAINTENANCE,WORKER_200
REQ1263,2023-01-01T04:10:00.000Z,Road Maintenance,Traffic Signal Repair,High,In-Progress,Sangli,Madhavnagar,sanjay.reddy871@hotmail.com,Chatbot,51-65,,No,,ROAD_MAINTENANCE,WORKER_179
REQ1264,2023-01-01T02:58:00.000Z,Water Supply,Water Shortage,Critical,Resolved,Kolhapur,Laxmipuri,ramesh.patel945@outlook.com,Chatbot,36-50,3,No,4,WATER_SUPPLY,WORKER_130
REQ1265,2023-01-01T03:22:00.000Z,Waste Management,Sanitation Issue,High,New,Nagpur,Gandhibagh,prakash.patil58@gmail.com,Mobile App,26-35,,No,,WASTE_MANAGEMENT,
REQ1266,2022-12-31T19:58:00.000Z,Water Supply,Connection Problem,Medium,New,Solapur,Siddheshwar Peth,rahul.chopra55@hotmail.com,Mobile App,65+,,No,,WATER_SUPPLY,
REQ1267,2023-01-01T16:17:00.000Z,Road Maintenance,Traffic Signal Repair,Low,New,Raigad,Pen,kavita.mishra158@gmail.com,Phone,18-25,,No,,ROAD_MAINTENANCE,
